key	en	official_zh	revised_zh
data.brands.harnesses.and.register.special.provenance.a.founder.s.mark.rubbing.cut.from.below.a.rubbing.taken.from.a.keystone	A rubbing taken from a keystone of the drowned foundation, the founder's mark cut upside down to a reader coming from above and in no script the Guild's oldest books carry. The library files it against the Undergate arch's own marks, finds the hand the elder, and renews the filing whenever the arch is recut.	拓片取自沉水地基的拱心石。奠基者印记对从上方来的人而言是倒的，文字也不见于公会最古老的书。图书馆将它与地下门拱上的印记比对，认定拓片笔迹更早；门拱每次重刻，都重作备案。	拓片取自沉水地基的拱心石。奠基者印记对从上方来的人而言是倒的，文字也不见于公会最古老的书。图书馆将它与深门门拱上的印记比对，认定拓片笔迹更古；门拱每次重刻，都重作备案。
data.brands.harnesses.and.register.special.provenance.a.gem.studded.idol.of.a.dead.god.catalogued.as.ornament.by.order.the	Catalogued as ornament, by order. The night-porter has asked that it face the wall, and the request is granted in the minutes.	奉命登记为装饰品。夜间门房请求让它面向墙壁，会议记录批准了此事。	奉命登记为装饰品。夜间门房请求让它面朝墙壁，此请求已在会议记录中获准。
data.brands.harnesses.and.register.special.provenance.a.gold.tooth.of.goodly.weight.recovered.claimant.deceased.fee.waived	Recovered; claimant deceased; fee waived.	已经回收，认领者已死，免收费用。	已回收；认领人已故；免收费用。
data.brands.harnesses.and.register.special.provenance.a.great.iron.ring.of.keys.fourteen.keys.upon.one.ring.none	Fourteen keys upon one ring, none of which fits any lock the Guild owns. A standing order pays a bounty upon the finding of the fourteen doors.	一个环上挂着十四把钥匙，却开不了公会拥有的任何锁。现有常令：谁找到那十四扇门，谁便领赏。	一个环上挂着十四把钥匙，却开不了公会拥有的任何锁。现有常设指令：谁找到那十四扇门，谁便领赏。
data.brands.harnesses.and.register.special.provenance.a.link.of.the.great.chain.drawn.open.a.single.link.of.the.restraint	A single link of the restraint that ran the chained dark, the girth of a cart and drawn open at its ring rather than broken. The counter weighs it by the crane and enters the warden's signature its anchor carried beside the weight, and the survey has asked that the cut end be left as it was found.	曾约束锁链黑暗的一节巨链，粗大如车，链环被拉开而非折断。柜台用吊机称重，将锚座上的守卫签名附记在重量旁；勘测处要求保留开口原状。	锁链暗域中那道束缚上的一节链环，粗如一辆车，是在环口处被拉开而非断裂。柜台用吊机称重，并在重量旁记下其锚座所载的守封者签名；勘测所要求切口保持发现时原样。
data.brands.harnesses.and.register.special.provenance.a.mourning.brooch.woven.of.dark.hair.woven.of.one.person.s.hair.and	Woven of one person's hair and set behind glass, with a date upon the back and no name. Eleven of these have come out of the Vale and every one of them carries the same date.	用一个人的头发编成，嵌在玻璃后面，背面只有日期，没有姓名。山谷已出土十一枚，日期全部相同。	用一个人的头发编成，嵌在玻璃后面，背面只有日期，没有姓名。哀恸谷已流出十一枚，每一枚的日期都相同。
data.brands.harnesses.and.register.special.provenance.a.sealed.potion.of.healing.the.seal.is.the.old.guild	The seal is the old Guild seal, three masters before the present one. The contents keep, and the Guild keeps the contents.	封蜡上是旧公会印，比现任会长早三任。内里的药水依旧完好，由公会继续保管。	封印是旧公会印，比现任公会长早三任。内容物未坏，公会便把内容物留着。
data.brands.harnesses.and.register.special.provenance.a.silver.backed.looking.glass.cracked.across.cracked.corner.to.corner.and.silvered	Cracked corner to corner and silvered on the back in the old manner. The Guild's note is short and is repeated on the label: it shows the room correctly and it shows the holder correctly, and the two do not always agree upon how many people are in the room.	镜面从一角裂到另一角，背面依古法镀银。公会的短注也写在标签上：房间和持镜者都映得准确，只是两者并非总认同房里有几个人。	镜面从一角裂到另一角，背面依古法镀银。公会的短注也写在标签上：房间映得准确，持镜者也映得准确，只是二者对房中有几人，并不总是意见一致。
data.brands.harnesses.and.register.special.provenance.a.struck.through.page.of.the.roll.a.single.leaf.of.the.manifest	A single leaf of the manifest of the sealed, a warden entered at its head in a firm hand and struck through at its foot in a fainter one. The Library reads the two hands against its own rolls, finds the warden a capstone the survey has on its books, and files the leaf under the count.	封禁名录中的一页，页首以有力笔迹记着一名守卫，页尾又以较淡笔迹划去。图书馆对照自有名册，认出此人正是勘测图上的关底强敌，遂按计数归档。	被封者名簿中的一页：页首以有力的笔迹登记一位守封者，页尾又以较淡的笔迹将其划去。图书馆将两种笔迹与自藏名册对照，认出此守封者正是勘测所账上的一名关底首领，遂将此页归入计数档下。
data.brands.harnesses.and.register.special.provenance.a.sword.of.keen.and.uncommon.sharpness.recovered.whole.the.armourer.s.report.reads	Recovered whole. The armourer's report reads: maker unknown, edge unaccountable, scabbard to be issued at the bearer's own risk.	完整回收。铠甲匠报告写道：制造者不明，刃口无从解释；配发剑鞘，风险由持有者自负。	完整回收。军械官报告写道：制造者不明，刃口无从解释；配发剑鞘，风险由持有者自负。
data.brands.harnesses.and.register.special.provenance.a.vault.key.of.dwarf.make.dwarf.make.sound.and.cut.for.no	Dwarf-make, sound, and cut for no vault the survey names. Filed under patience.	矮人制造，完好；勘测图上却没有它能开的宝库。归档为待查。	矮人制造，完好；勘测图上却没有它能开的宝库。归入「耐心」一类存档。
data.brands.harnesses.and.register.special.provenance.a.warden.s.seal.struck.through.in.lead.one.of.the.seven.seals.of	One of the seven seals of the wardens, its impression whole and its field struck across in soft lead, in the fashion of the vault wall. The assay counter rules the lead a later hand and the seal itself older than the Guild, and keeps it against the reading of the impression.	七枚守卫印章之一，印纹完整，印面以软铅划销，式样与宝库墙上相同。鉴定柜台认定铅痕为后人所加，印章本身早于公会；留待读解印纹。	七位守封者的七枚印章之一，印纹完整，印面以软铅划销，与密室墙上的做法相同。鉴定柜台认定铅痕为后人所加，印章本身早于公会；留待读解印纹。
data.brands.harnesses.and.register.special.provenance.a.waxling.s.errand.list.part.melted.and.the.last.legible.errand	Part-melted, and the last legible errand is a name and a floor. The name is entered elsewhere in this catalogue, and the floor is closed.	清单已部分融化，最后一项可辨的差事是一个名字和一层楼。那个名字另记在本目录中，那一层已经封闭。	清单已部分融化，最后一项尚可辨认的差事，是一个名字和一个层号。那个名字另见本目录，那一层已封闭。
data.brands.harnesses.and.register.special.provenance.a.wizard.s.water.stained.grimoire.dried.leaf.by.leaf.at.the	Dried leaf by leaf at the Library's expense. Three pages remain shut fast to one another, and the copyists have stopped prying.	由图书馆出钱，逐页晾干。仍有三页紧粘在一起，誊写员已停止撬开。	由图书馆出钱，逐页晾干。仍有三页紧粘在一起，誊写员已不再去撬。
data.brands.harnesses.and.register.special.provenance.the.copyist.general.s.ribbon.the.ribbon.that.ruled.his.page	The ribbon that ruled his page. The library measured it three times and got three lengths, and files the mean, under the measurer's written protest.	这条缎带曾划定他的纸页。图书馆量了三次，得出三个长度，最终取平均数归档，旁附测量者的书面异议。	他用来给纸页打格的缎带。图书馆量了三次，得出三个长度，最终取平均数归档，旁附测量者的书面异议。
data.brands.harnesses.and.register.special.provenance.the.tuesday.party.s.sealed.provisions.guild.issue.returned.with.every.seal	Guild issue, returned with every seal unbroken. Redeemed at the counter, and the families settled; the bread was three years old and sound.	公会配发，归还时每道封口都完整。在柜台兑付后，家属所得也已结清；面包放了三年，仍然完好。	公会配发，归还时每道封口都完整。已于柜台兑付，家属之款亦已结清；面包放了三年，仍然完好。
